prix_fcfa,superficie_m2,nombre_pieces,nombre_salles_bain,jardin,piscine,parking,terrasse,cuisineEquipee,securisee,balcon,cite,meuble,basse,duplex,triplex
130000000.0,592.0,7.0,5.0,0,1,1,1,1,0,0,0,1,0,1,0
175000000.0,402.0,5.0,3.0,1,1,1,0,1,0,0,1,1,0,1,0
150000000.0,350.0,3.0,4.0,1,0,1,0,1,1,0,1,1,0,0,0
280000000.0,500.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,1,0
200000000.0,402.0,5.0,3.0,1,1,1,0,1,0,0,1,1,0,1,0
50000000.0,250.0,4.0,4.0,0,0,1,1,1,0,0,1,1,1,0,0
90000000.0,200.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0
150000000.0,250.0,4.0,4.0,1,0,0,0,1,1,0,1,1,0,1,0
200000000.0,400.0,5.0,4.0,1,0,1,1,1,0,1,1,1,0,1,0
65000000.0,511.0,5.0,4.0,1,0,0,1,1,0,0,0,1,1,0,0
275000000.0,1200.0,10.0,6.0,0,0,1,1,0,0,0,0,0,0,1,0
90000000.0,250.0,5.0,4.0,1,0,1,1,1,1,0,1,1,1,0,0
90000000.0,250.0,5.0,3.0,1,0,1,1,1,1,0,1,1,1,0,0
1200000000.0,800.0,11.0,8.0,1,0,1,0,0,0,0,0,0,0,0,1
870000000.0,2000.0,8.0,5.0,1,1,1,1,1,0,0,0,1,0,0,0
57000000.0,300.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
160000000.0,300.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
130000000.0,250.0,7.0,6.0,0,0,1,1,1,0,1,1,1,0,1,0
170000000.0,300.0,5.0,3.0,0,1,0,1,1,0,0,1,1,0,1,0
90000000.0,250.0,5.0,5.0,1,0,1,1,1,1,0,1,1,1,0,0
450000000.0,300.0,7.0,7.0,0,1,1,0,1,1,1,0,1,0,1,0
150000000.0,236.0,11.0,11.0,0,0,1,1,1,0,0,1,1,0,1,0
540000000.0,617.0,12.0,12.0,0,0,1,0,1,1,0,1,1,0,0,1
2000000000.0,1500.0,8.0,5.0,1,1,1,0,1,0,0,1,1,0,1,0
70000000.0,250.0,5.0,4.0,0,0,1,1,1,0,0,1,1,0,1,0
540000000.0,617.0,12.0,12.0,0,0,1,0,1,1,0,1,1,0,1,0
350000000.0,350.0,9.0,6.0,0,1,0,0,1,1,0,1,1,0,1,0
110000000.0,320.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
90000000.0,250.0,4.0,3.0,1,0,1,1,0,1,0,1,0,1,0,0
90000000.0,250.0,4.0,3.0,1,0,1,1,0,1,0,1,0,1,0,0
360000000.0,203.0,6.0,5.0,1,1,1,1,1,0,1,1,1,0,0,1
230000000.0,397.0,4.0,2.0,1,0,0,0,0,0,0,1,0,1,0,0
310000000.0,300.0,9.0,4.0,0,1,1,1,1,1,0,0,1,0,1,0
290000000.0,300.0,8.0,6.0,0,1,1,0,1,0,0,0,1,0,1,0
40000000.0,200.0,4.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0
275000000.0,1200.0,10.0,6.0,0,0,1,1,0,0,0,0,0,0,1,0
140000000.0,250.0,5.0,4.0,1,0,0,1,1,0,0,1,1,0,0,0
120000000.0,300.0,8.0,6.0,1,1,1,1,1,0,1,0,1,0,1,0
350000000.0,300.0,6.0,4.0,1,0,1,1,1,1,0,1,1,0,0,1
150000000.0,400.0,7.0,7.0,0,0,1,1,1,0,0,1,1,0,1,0
150000000.0,300.0,5.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0
80000000.0,251.0,5.0,3.0,0,0,1,1,1,0,0,1,1,1,0,0
95000000.0,700.0,4.0,3.0,0,0,1,1,1,1,0,0,1,1,0,0
145000000.0,280.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0
150000000.0,300.0,5.0,4.0,1,0,1,1,0,0,1,1,0,0,1,0
180000000.0,300.0,6.0,4.0,1,1,1,0,1,1,1,0,1,0,0,1
2100000000.0,1500.0,8.0,5.0,1,1,1,0,1,0,0,0,1,0,1,0
900000000.0,673.0,5.0,4.0,1,1,0,0,0,0,0,0,1,1,0,0
150000000.0,400.0,6.0,5.0,0,0,1,1,1,0,0,1,1,0,1,0
450000000.0,350.0,6.0,4.0,1,1,1,1,1,1,1,0,1,0,1,0
900000000.0,1000.0,14.0,8.0,1,0,1,1,1,0,1,0,1,0,0,1
150000000.0,350.0,6.0,4.0,0,0,1,1,1,0,0,1,1,0,1,0
90000000.0,250.0,4.0,4.0,1,0,1,1,0,1,0,1,0,1,0,0
80000000.0,500.0,5.0,1.0,0,0,1,1,1,0,0,1,1,0,1,0
230000000.0,400.0,8.0,6.0,0,0,0,0,0,0,0,1,0,0,1,0
900000000.0,640.0,6.0,7.0,1,1,1,0,1,0,0,0,1,0,1,0
180000000.0,300.0,5.0,4.0,0,1,1,1,0,0,0,0,1,0,1,1
85000000.0,200.0,6.0,4.0,0,0,1,1,1,0,0,0,1,0,1,0
60000000.0,200.0,4.0,4.0,0,0,1,1,1,0,0,0,1,1,0,0
275000000.0,1200.0,10.0,8.0,0,0,1,1,0,0,0,0,0,0,1,0
130000000.0,300.0,7.0,3.0,0,0,1,0,0,1,1,1,0,0,1,0
450000000.0,320.0,7.0,6.0,1,1,1,1,1,0,0,0,1,0,0,1
50000000.0,210.0,5.0,4.0,0,0,1,1,1,0,0,0,1,0,1,0
900000000.0,640.0,6.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0
160000000.0,150.0,8.0,5.0,0,0,1,1,1,1,0,0,1,0,1,1
580000000.0,600.0,6.0,5.0,1,1,1,0,1,1,0,1,1,0,1,0
170000000.0,400.0,7.0,5.0,1,0,1,0,1,0,0,1,1,0,1,0
110000000.0,320.0,4.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0
900000000.0,640.0,6.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0
450000000.0,350.0,6.0,5.0,1,1,1,1,1,1,0,0,1,0,1,0
57000000.0,180.0,4.0,3.0,0,0,1,1,0,0,0,1,0,1,0,0
350000000.0,250.0,8.0,6.0,1,1,1,0,1,0,0,0,1,1,0,1
150000000.0,300.0,5.0,5.0,1,0,1,0,1,0,0,1,1,0,1,0
270000000.0,700.0,11.0,9.0,0,0,1,0,0,0,0,0,0,0,1,0
45000000.0,220.0,4.0,4.0,0,0,1,1,0,0,0,1,0,1,0,0
135000000.0,285.0,6.0,3.0,1,0,1,1,0,0,0,1,0,1,0,0
380000000.0,654.0,5.0,6.0,1,1,1,1,1,0,0,1,1,0,0,0
110000000.0,300.0,4.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0
110000000.0,230.0,5.0,5.0,1,0,1,0,0,0,0,0,0,0,1,0
120000000.0,250.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,1,0
650000000.0,800.0,7.0,6.0,1,1,1,0,0,0,0,0,0,0,1,0
100000000.0,230.0,6.0,4.0,0,0,1,1,0,0,0,0,0,1,0,0
150000000.0,345.0,5.0,4.0,1,0,1,1,1,0,0,0,1,0,1,0
140000000.0,400.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
350000000.0,350.0,7.0,8.0,0,1,1,0,1,1,0,0,1,0,1,0
300000000.0,300.0,6.0,4.0,1,1,1,0,1,1,0,0,1,0,1,0
350000000.0,407.0,5.0,5.0,1,1,0,0,1,0,0,1,1,0,1,0
75000000.0,200.0,7.0,3.0,0,0,1,1,0,0,1,1,0,0,1,0
130000000.0,200.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0
90000000.0,250.0,4.0,4.0,1,0,1,1,0,1,0,1,0,1,0,0
280000000.0,300.0,6.0,7.0,1,1,1,1,0,0,1,0,0,0,1,0
90000000.0,250.0,5.0,4.0,0,1,1,1,1,0,0,0,1,0,1,0
160000000.0,400.0,7.0,4.0,0,0,1,1,1,0,0,1,1,0,1,0
90000000.0,250.0,4.0,3.0,1,0,1,1,1,1,0,1,1,1,0,0
200000000.0,400.0,5.0,3.0,1,0,1,1,1,0,0,1,1,0,1,0
300000000.0,300.0,6.0,5.0,1,1,0,1,1,0,0,1,1,0,1,0
165000000.0,700.0,8.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0
450000000.0,350.0,6.0,4.0,1,1,1,1,1,1,0,0,1,0,1,0
900000000.0,1000.0,14.0,8.0,0,0,1,1,1,0,0,0,1,0,0,1
80000000.0,220.0,4.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0
450000000.0,350.0,6.0,4.0,1,1,1,1,1,1,0,0,1,0,1,0
350000000.0,300.0,7.0,6.0,1,1,1,0,1,1,0,0,1,0,0,1
450000000.0,350.0,6.0,5.0,1,1,1,1,1,1,0,0,1,0,1,0
68000000.0,200.0,4.0,4.0,0,0,1,1,0,0,0,1,0,1,0,0
170000000.0,375.0,5.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0
300000000.0,1000.0,10.0,9.0,1,1,1,0,0,0,0,0,1,0,1,0
950000000.0,1080.0,8.0,8.0,1,1,1,1,1,1,0,0,1,1,0,0
230000000.0,397.0,4.0,3.0,1,0,1,0,0,0,0,0,0,1,0,0
500000000.0,465.0,6.0,6.0,1,1,0,0,1,0,0,0,1,0,1,0
110000000.0,406.0,4.0,4.0,0,0,0,0,0,0,0,1,0,1,0,0
150000000.0,265.0,7.0,5.0,0,0,1,1,1,1,0,1,1,0,1,0
100000000.0,260.0,6.0,4.0,0,0,1,1,0,0,0,0,0,0,1,0
370000000.0,500.0,8.0,5.0,1,1,1,1,1,0,0,0,1,0,1,0
380000000.0,500.0,8.0,8.0,1,1,1,1,1,0,0,0,1,0,1,0
220000000.0,220.0,7.0,6.0,0,0,1,0,0,0,0,1,0,0,1,0
420000000.0,700.0,6.0,4.0,1,1,1,1,1,0,0,1,1,1,0,0
250000000.0,309.0,7.0,5.0,1,0,1,0,0,0,0,1,0,0,1,0
400000000.0,500.0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
145000000.0,280.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0
200000000.0,400.0,7.0,5.0,0,0,1,1,1,0,0,1,1,0,1,0
280000000.0,350.0,5.0,2.0,0,0,1,1,1,0,0,1,1,0,1,0
220000000.0,220.0,7.0,5.0,0,0,1,0,0,0,0,1,0,0,1,0
180000000.0,400.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
95000000.0,200.0,5.0,5.0,0,0,1,1,0,0,0,1,0,0,1,0
750000000.0,500.0,6.0,6.0,1,1,1,1,0,1,0,0,0,0,1,0
200000000.0,350.0,8.0,7.0,0,0,1,1,0,0,0,1,0,0,1,0
115000000.0,200.0,6.0,4.0,0,0,1,1,1,0,0,0,1,0,0,1
350000000.0,350.0,9.0,6.0,0,1,1,0,1,1,0,0,1,0,1,0
350000000.0,250.0,7.0,6.0,0,1,1,0,1,1,0,0,1,0,0,1
900000000.0,1000.0,14.0,7.0,0,0,1,1,1,0,0,0,1,0,0,1
580000000.0,600.0,6.0,7.0,1,1,1,0,1,1,0,1,1,0,1,0
580000000.0,600.0,6.0,5.0,1,1,1,0,1,1,0,1,1,0,1,0
450000000.0,635.0,5.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0
28000000.0,250.0,4.0,3.0,0,0,1,1,0,0,0,0,0,1,0,0
75000000.0,230.0,5.0,5.0,0,0,1,1,1,0,0,0,1,0,1,0
28000000.0,250.0,4.0,3.0,0,0,1,1,0,0,0,0,0,1,0,0
580000000.0,600.0,6.0,5.0,1,1,1,0,1,1,0,1,1,0,1,0
580000000.0,600.0,6.0,5.0,1,1,1,0,1,1,0,1,1,0,1,0
88000000.0,234.0,4.0,4.0,0,0,0,0,0,1,0,1,0,1,0,0
1200000000.0,1240.0,8.0,8.0,1,1,0,0,0,0,0,0,0,0,1,0
1300000000.0,740.0,14.0,8.0,1,1,1,1,1,1,0,1,1,0,1,0
90000000.0,200.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
450000000.0,635.0,5.0,4.0,1,0,1,1,1,0,0,0,1,0,1,0
80000000.0,160.0,4.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0
450000000.0,635.0,6.0,4.0,1,0,1,1,1,0,0,0,1,0,1,0
650000000.0,500.0,10.0,7.0,0,1,0,0,0,0,0,0,0,0,0,1
160000000.0,300.0,5.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0
350000000.0,300.0,4.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0
250000000.0,360.0,4.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0
80000000.0,251.0,4.0,4.0,0,0,1,1,1,1,0,1,1,1,0,0
130000000.0,592.0,6.0,4.0,1,0,1,1,0,0,0,0,1,0,0,0
90000000.0,200.0,5.0,3.0,1,1,1,1,1,0,1,0,1,0,1,0
850000000.0,2000.0,8.0,5.0,1,1,1,0,1,0,0,0,1,0,1,0
400000000.0,480.0,6.0,5.0,0,0,1,1,1,1,0,1,1,0,1,0
195000000.0,300.0,7.0,5.0,0,1,1,1,1,1,1,0,1,0,0,1
200000000.0,250.0,7.0,5.0,0,0,1,0,1,0,0,0,1,0,0,1
160000000.0,300.0,5.0,4.0,0,0,0,0,1,0,0,1,1,0,1,0
80000000.0,251.0,5.0,3.0,0,0,1,1,1,0,0,1,1,1,0,0
350000000.0,350.0,6.0,5.0,0,0,0,0,1,0,0,1,1,0,1,0
600000000.0,1000.0,11.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1
325000000.0,300.0,6.0,4.0,1,0,1,1,1,1,0,1,1,0,0,1
350000000.0,700.0,12.0,9.0,0,1,1,0,0,0,0,0,0,0,1,0
100000000.0,300.0,4.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0
100000000.0,300.0,4.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0
255000000.0,376.0,7.0,8.0,0,0,1,1,1,1,1,1,1,0,1,0
80000000.0,230.0,3.0,3.0,0,0,0,0,0,1,0,1,0,0,1,0
110000000.0,325.0,5.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0
170000000.0,260.0,6.0,4.0,1,1,1,1,0,0,1,0,0,0,1,0
155000000.0,240.0,5.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
315000000.0,401.0,6.0,4.0,0,1,1,0,1,1,0,1,1,0,1,0
50000000.0,220.0,4.0,4.0,0,0,1,1,0,0,0,1,0,1,0,0
330000000.0,300.0,8.0,6.0,0,1,1,0,1,0,0,0,1,0,1,0
85000000.0,250.0,4.0,4.0,0,0,1,1,0,0,0,1,0,1,0,0
230000000.0,400.0,5.0,4.0,1,1,1,0,0,1,0,1,0,1,0,0
170000000.0,400.0,7.0,5.0,0,0,1,1,1,0,0,1,1,0,1,0
115000000.0,200.0,6.0,4.0,0,0,1,1,1,0,0,1,1,0,0,1
380000000.0,500.0,8.0,5.0,1,0,1,1,1,0,1,1,1,0,1,0
160000000.0,260.0,6.0,5.0,1,0,1,1,1,0,0,1,1,0,1,0
110000000.0,230.0,5.0,4.0,0,1,1,1,1,0,1,1,1,0,1,0
400000000.0,300.0,7.0,5.0,1,0,1,0,0,0,0,1,0,0,0,1
170000000.0,260.0,6.0,4.0,1,0,1,1,1,0,0,1,1,0,1,0
350000000.0,750.0,8.0,6.0,1,1,1,0,1,0,0,1,1,0,1,0
145000000.0,300.0,5.0,5.0,1,0,1,0,1,0,0,1,1,0,1,0
375000000.0,500.0,8.0,6.0,1,1,1,1,1,0,0,1,1,0,1,0
255000000.0,376.0,7.0,8.0,0,0,1,1,1,1,1,1,1,0,1,0
27000000.0,400.0,4.0,2.0,0,0,1,0,1,0,0,0,1,1,0,0
115000000.0,250.0,7.0,5.0,0,0,1,0,1,0,0,1,1,0,1,0
80000000.0,251.0,5.0,3.0,0,0,1,1,1,0,0,1,1,1,0,0
110000000.0,230.0,5.0,5.0,1,0,1,1,1,0,0,0,1,0,1,0
550000000.0,600.0,5.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0
110000000.0,325.0,5.0,3.0,1,0,0,1,0,0,0,1,0,1,0,0
135000000.0,300.0,5.0,4.0,1,0,1,1,1,1,1,1,1,0,1,0
180000000.0,400.0,5.0,4.0,1,0,1,1,0,1,0,1,0,0,1,0
350000000.0,407.0,7.0,5.0,1,1,0,0,0,0,0,1,0,0,1,0
95000000.0,200.0,5.0,5.0,0,0,1,1,0,0,0,1,0,0,1,0
380000000.0,500.0,8.0,8.0,1,1,1,1,1,0,0,0,1,0,1,0
600000000.0,970.0,9.0,7.0,1,0,1,1,0,0,0,1,0,0,1,0
38000000.0,220.0,4.0,3.0,0,0,1,1,0,0,0,1,0,1,0,0
30000000.0,250.0,4.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0
380000000.0,750.0,8.0,6.0,0,1,1,1,1,1,0,1,1,0,1,0
950000000.0,1381.0,6.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0
52000000.0,200.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
255000000.0,376.0,7.0,8.0,0,0,1,1,1,1,1,1,1,0,1,0
270000000.0,333.0,8.0,7.0,0,1,1,1,1,0,0,1,1,0,1,0
255000000.0,376.0,7.0,8.0,0,0,1,1,1,1,1,1,1,0,1,0
380000000.0,750.0,8.0,6.0,0,1,1,1,1,1,0,1,1,0,1,0
95000000.0,250.0,4.0,2.0,0,0,0,0,0,1,0,1,0,1,0,0
280000000.0,400.0,8.0,5.0,0,0,0,1,0,0,0,0,0,0,1,0
100000000.0,200.0,5.0,4.0,0,0,1,1,1,0,0,0,1,0,1,0
18000000.0,200.0,4.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0
1800000000.0,3254.0,14.0,8.0,0,1,1,0,0,0,0,0,0,0,1,0
100000000.0,200.0,5.0,4.0,0,0,1,1,1,0,0,0,1,0,1,0
280000000.0,500.0,8.0,5.0,0,0,0,1,0,0,0,0,0,0,1,0
110000000.0,325.0,5.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0
900000000.0,1000.0,14.0,10.0,0,0,1,1,1,0,0,0,1,0,0,1
35000000.0,200.0,4.0,4.0,0,0,1,0,0,0,0,1,0,1,0,0
110000000.0,400.0,4.0,4.0,0,1,0,1,1,1,0,1,1,1,0,0
600000000.0,640.0,9.0,10.0,0,1,0,0,1,1,0,0,1,0,0,1
95000000.0,200.0,5.0,4.0,0,0,1,1,0,0,0,1,0,0,1,0
70000000.0,280.0,5.0,3.0,0,0,1,1,1,0,0,0,1,0,1,0
350000000.0,250.0,6.0,4.0,0,0,1,1,1,0,0,0,1,0,1,0
270000000.0,333.0,8.0,7.0,0,1,1,1,1,0,0,1,1,0,1,0
350000000.0,354.0,8.0,5.0,0,0,0,0,0,0,0,1,0,1,0,0
320000000.0,300.0,7.0,4.0,0,1,0,1,1,1,0,1,1,0,1,0
350000000.0,300.0,8.0,8.0,1,1,1,1,1,0,0,1,1,0,1,0
220000000.0,300.0,6.0,4.0,0,1,1,0,0,0,0,1,0,0,1,0
1500000000.0,1000.0,14.0,6.0,1,0,0,1,1,0,0,1,1,0,1,1
320000000.0,505.0,8.0,5.0,0,1,1,0,1,0,1,1,1,0,1,0
65000000.0,200.0,4.0,4.0,0,0,1,0,1,0,0,1,1,1,0,0
70000000.0,250.0,5.0,3.0,0,0,1,1,1,0,0,1,1,0,1,0
850000000.0,2000.0,8.0,5.0,1,1,0,1,1,0,0,1,1,0,0,0
1200000000.0,1250.0,10.0,7.0,1,1,0,0,0,0,0,1,0,0,0,1
950000000.0,1381.0,6.0,5.0,0,0,0,0,0,0,0,1,0,1,0,0
250000000.0,360.0,4.0,3.0,1,0,0,0,0,0,0,1,0,1,0,0
115000000.0,200.0,8.0,8.0,0,0,0,1,1,0,0,1,1,0,0,1
160000000.0,250.0,6.0,5.0,1,0,0,0,1,0,0,0,1,0,1,0
1000000000.0,1000.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,1,0
450000000.0,500.0,7.0,5.0,1,1,1,1,1,0,1,1,1,0,1,0
130000000.0,210.0,4.0,3.0,1,0,1,1,1,0,1,1,1,0,1,0
480000000.0,400.0,7.0,6.0,0,0,1,1,1,0,0,1,1,0,1,0
75000000.0,280.0,4.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
700000000.0,630.0,7.0,5.0,1,1,1,0,0,0,1,0,0,0,1,0
210000000.0,300.0,7.0,5.0,1,0,1,0,0,0,0,1,0,0,1,0
260000000.0,450.0,9.0,5.0,0,0,0,1,1,0,0,0,1,0,1,0
550000000.0,888.0,10.0,3.0,1,1,0,0,1,0,1,0,1,0,1,0
380000000.0,1000.0,4.0,1.0,0,1,0,0,1,0,0,0,1,1,0,0
350000000.0,350.0,9.0,1.0,0,1,0,0,1,1,0,0,1,0,1,0
430000000.0,450.0,6.0,5.0,1,1,1,0,1,0,1,1,1,0,1,0
50000000.0,200.0,4.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0
260000000.0,482.0,5.0,5.0,1,0,1,1,1,0,1,1,1,0,1,0
60000000.0,120.0,4.0,1.0,0,0,1,1,1,0,0,0,1,1,0,0
60000000.0,150.0,5.0,2.0,0,0,0,1,1,0,1,0,1,0,1,0
170000000.0,400.0,11.0,8.0,0,0,1,1,0,0,0,0,0,0,0,1
400000000.0,400.0,10.0,6.0,1,1,0,0,1,0,0,0,1,0,1,0
600000000.0,600.0,10.0,5.0,1,1,1,0,1,1,1,0,1,0,0,0
170000000.0,300.0,7.0,5.0,1,0,0,1,1,1,1,1,1,0,1,0
135000000.0,400.0,4.0,4.0,1,0,0,0,0,0,0,0,0,1,0,0
240000000.0,400.0,6.0,4.0,1,0,1,1,1,1,1,1,1,0,1,0
850000000.0,1171.0,5.0,2.0,1,0,1,0,1,1,0,1,1,1,0,0
170000000.0,300.0,5.0,4.0,1,0,1,0,1,1,0,1,1,0,1,0
150000000.0,480.0,5.0,4.0,0,0,1,1,1,1,0,1,1,0,0,0
45000000.0,200.0,4.0,4.0,0,0,1,1,1,0,0,1,1,0,1,0
150000000.0,425.0,8.0,8.0,0,0,1,0,0,1,0,1,0,0,1,0
165000000.0,250.0,7.0,5.0,0,0,1,1,1,1,1,1,1,0,1,0
165000000.0,250.0,7.0,5.0,0,0,1,1,1,1,1,1,1,0,1,0
90000000.0,300.0,5.0,4.0,1,0,1,1,1,0,1,1,1,0,1,0
90000000.0,300.0,5.0,4.0,1,0,1,1,1,0,1,1,1,0,1,0
90000000.0,300.0,5.0,4.0,0,0,1,1,1,1,0,1,1,1,0,0
135000000.0,400.0,4.0,3.0,0,0,1,0,0,0,0,1,0,1,0,0
190000000.0,400.0,5.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0
90000000.0,350.0,4.0,3.0,0,0,1,1,1,0,0,1,1,1,0,0
240000000.0,400.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
1500000000.0,2558.0,15.0,8.0,1,1,1,0,0,0,0,0,0,0,0,1
140000000.0,400.0,9.0,7.0,0,0,1,1,1,1,0,1,1,1,0,0
85000000.0,230.0,3.0,2.0,0,0,1,1,1,1,0,1,1,0,1,0
35000000.0,150.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0
300000000.0,375.0,7.0,5.0,1,1,1,0,1,0,0,0,1,0,0,1
65000000.0,200.0,5.0,4.0,0,0,1,0,1,0,0,0,1,0,1,0
60000000.0,200.0,4.0,3.0,0,0,1,1,0,0,0,0,0,1,0,0
100000000.0,292.0,4.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0
600000000.0,600.0,5.0,4.0,1,1,1,0,1,0,0,0,1,0,0,0
150000000.0,360.0,4.0,3.0,1,0,1,0,0,0,0,0,0,1,0,0
90000000.0,216.0,3.0,2.0,0,0,0,0,0,1,0,1,0,1,0,0
250000000.0,250.0,7.0,1.0,0,0,1,1,1,0,0,1,1,0,1,0
350000000.0,350.0,7.0,7.0,0,1,0,0,1,1,0,1,1,0,1,0
600000000.0,465.0,5.0,5.0,0,1,0,1,0,0,0,1,0,0,0,0
220000000.0,250.0,6.0,6.0,1,0,1,0,1,0,0,0,1,0,1,0
160000000.0,250.0,6.0,4.0,1,1,1,0,1,1,0,1,1,0,1,0
250000000.0,318.0,4.0,4.0,1,0,1,1,0,0,0,0,0,1,0,0
250000000.0,250.0,7.0,7.0,0,0,0,1,0,0,0,0,0,0,1,0
100000000.0,292.0,4.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0
150000000.0,360.0,4.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0
430000000.0,476.0,15.0,8.0,0,1,1,1,1,1,0,1,1,0,0,1
150000000.0,385.0,5.0,4.0,0,1,0,1,0,1,0,1,0,0,1,0
450000000.0,500.0,7.0,5.0,0,1,0,0,0,0,0,1,0,0,1,0
170000000.0,260.0,6.0,4.0,0,0,1,1,1,0,0,0,1,0,1,0
60000000.0,200.0,6.0,5.0,0,0,0,1,0,0,0,0,0,0,1,0
70000000.0,150.0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0
40000000.0,200.0,4.0,4.0,0,0,1,1,1,0,0,1,1,1,0,0
190000000.0,280.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0
168000000.0,400.0,9.0,8.0,0,0,1,1,0,0,0,0,0,0,1,0
130000000.0,200.0,6.0,6.0,0,0,1,1,1,0,1,0,1,0,0,1
140000000.0,310.0,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,1
70000000.0,285.0,4.0,4.0,0,0,1,1,0,0,0,1,0,1,0,0
160000000.0,250.0,5.0,6.0,1,0,1,0,0,1,0,0,0,0,1,0
160000000.0,480.0,5.0,5.0,0,0,1,1,1,1,0,1,1,1,0,0
590000000.0,645.0,7.0,6.0,0,1,1,1,1,1,1,1,1,0,1,1
240000000.0,318.0,4.0,3.0,0,0,0,0,0,0,0,1,0,1,0,0
155000000.0,300.0,5.0,5.0,1,0,1,1,1,0,1,0,1,0,1,0
58000000.0,320.0,4.0,4.0,1,1,1,0,1,0,0,1,1,0,1,0
80000000.0,350.0,4.0,3.0,1,0,1,1,1,0,0,1,1,0,0,0
135000000.0,400.0,4.0,3.0,1,1,1,1,1,0,0,1,1,1,0,0
75000000.0,275.0,5.0,5.0,0,0,1,1,0,0,0,1,0,0,1,0
95000000.0,500.0,6.0,5.0,1,1,1,1,0,1,0,1,0,0,1,0
375000000.0,500.0,7.0,5.0,1,1,0,1,1,1,0,1,1,0,1,0
85000000.0,230.0,3.0,3.0,1,0,1,0,0,0,0,1,0,0,1,0
350000000.0,250.0,6.0,5.0,1,0,1,1,1,1,0,1,1,0,0,1
150000000.0,600.0,5.0,4.0,1,1,1,0,1,0,0,1,1,1,0,0
350000000.0,400.0,8.0,5.0,0,1,1,1,1,1,0,1,1,0,0,1
65000000.0,200.0,4.0,4.0,0,0,1,1,0,0,0,1,0,0,1,0
160000000.0,200.0,5.0,4.0,0,1,1,0,1,0,0,1,1,0,1,0
65000000.0,180.0,5.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0
60000000.0,200.0,6.0,5.0,0,0,0,0,0,0,0,1,0,0,1,0
58000000.0,320.0,4.0,4.0,1,1,1,0,1,0,0,1,1,0,1,0
80000000.0,350.0,4.0,3.0,1,0,1,1,1,0,0,1,1,0,0,0
135000000.0,400.0,4.0,3.0,1,1,1,1,1,0,0,1,1,1,0,0
75000000.0,275.0,5.0,5.0,0,0,1,1,0,0,0,0,0,0,1,0
95000000.0,500.0,6.0,5.0,1,1,1,1,0,1,0,0,0,0,1,0
375000000.0,500.0,7.0,5.0,1,1,0,1,1,1,0,0,1,0,1,0
85000000.0,230.0,3.0,3.0,1,0,1,0,0,0,0,1,0,0,1,0
